:::MLLOG {"namespace": "", "time_ms": 1634340425485, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "maskrcnn", "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/utils/mlperf_logger.py", "lineno": 77}}
:::MLLOG {"namespace": "", "time_ms": 1634340433362, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433367, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433372, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433374, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433375, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433375, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433375, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433376, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433379, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433382, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433382, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433382, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433383, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433385, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433383, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433385, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433387, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433389, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433390, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433394, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433395, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433395, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433397, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433403, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433410, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433413, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433414, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433413, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433415, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433414, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433418, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433419, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433425, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433426, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433428, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433428, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433429, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433428, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433432, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433437, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433432, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433438, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433440, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433441, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433441, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433442, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433443, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433443, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433442, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433446, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433443, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433444, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433447, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433448, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433448, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433448, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433447, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433449, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433450, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433455, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433455, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433457, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433459, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433464, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433464, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433465, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433466, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433466, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433468, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433467, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433468, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433469, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433468, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433469, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433471, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433472, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433475, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433478, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433479, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433484, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433486, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433487, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433486, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433491, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433498, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433504, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433505, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433507, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433507, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433508, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433513, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433515, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433517, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433524, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433530, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433533, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433535, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433539, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433551, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433552, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433553, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433555, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433555, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433558, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433559, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433559, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433563, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433565, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433567, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433567, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433579, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433591, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433594, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433602, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433607, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433610, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433611, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433612, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433614, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433622, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433628, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340433639, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 658}}
:::MLLOG {"namespace": "", "time_ms": 1634340493692, "event_type": "POINT_IN_TIME", "key": "seed", "value": 1004662080, "metadata": {"file": "tools/train_mlperf.py", "lineno": 716}}
:::MLLOG {"namespace": "", "time_ms": 1634340509161, "event_type": "POINT_IN_TIME", "key": "d_batch_size", "value": 0.6666666666666666, "metadata": {"file": "tools/train_mlperf.py", "lineno": 759}}
:::MLLOG {"namespace": "", "time_ms": 1634340509161, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 272, "metadata": {"file": "tools/train_mlperf.py", "lineno": 353}}
:::MLLOG {"namespace": "", "time_ms": 1634340509161, "event_type": "POINT_IN_TIME", "key": "num_image_candidates", "value": 1000, "metadata": {"file": "tools/train_mlperf.py", "lineno": 354}}
:::MLLOG {"namespace": "", "time_ms": 1634340509161, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "tools/train_mlperf.py", "lineno": 355}}
:::MLLOG {"namespace": "", "time_ms": 1634340509496, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 44, "tensor": "FPN_inner_block1"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509503, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 47, "tensor": "FPN_layer_block1"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509504, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 44, "tensor": "FPN_inner_block2"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509512, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 47, "tensor": "FPN_layer_block2"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509514, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 44, "tensor": "FPN_inner_block3"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509521, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 47, "tensor": "FPN_layer_block3"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509526, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 44, "tensor": "FPN_inner_block4"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509533, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/backbone/fpn.py", "lineno": 47, "tensor": "FPN_layer_block4"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509541, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/rpn/rpn.py", "lineno": 44, "tensor": "RPNHead_conv"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509541, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/rpn/rpn.py", "lineno": 45, "tensor": "RPNHead_cls"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509541, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/rpn/rpn.py", "lineno": 46, "tensor": "RPNHead_bbox"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509664, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/roi_heads/box_head/roi_box_feature_extractors.py", "lineno": 83, "tensor": "ROI_BOX_FEATURE_EXTRACTOR_fc6"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509675, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/roi_heads/box_head/roi_box_feature_extractors.py", "lineno": 86, "tensor": "ROI_BOX_FEATURE_EXTRACTOR_fc7"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509678, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/roi_heads/box_head/roi_box_predictors.py", "lineno": 50, "tensor": "ROI_BOX_PREDICTOR_cls"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509680, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/roi_heads/box_head/roi_box_predictors.py", "lineno": 52, "tensor": "ROI_BOX_PREDICTOR_bbox"}}
:::MLLOG {"namespace": "", "time_ms": 1634340509689, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/modeling/roi_heads/mask_head/roi_mask_feature_extractors.py", "lineno": 52, "tensor": "ROI_MASK_FEATURE_EXTRACTOR_fcn1"}}
